SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ChargesPerMonth,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,churn_proba,ab_group,p_retention_sim,retained_sim
0,1,0,29,0,0,33.75,1009.25,0,33.641666666666666,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.44580248067150274,treatment,0.5958530805687203,1
0,1,1,30,1,0,82.05,2570.2,0,82.90967741935484,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5073883084320083,control,0.49585308056872035,1
1,0,0,1,1,0,74.7,74.7,0,37.35,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.7420969889257637,control,0.49585308056872035,0
0,0,0,12,1,1,78.95,927.35,1,71.33461538461539,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7505979007160812,treatment,0.5958530805687203,1
1,1,0,25,1,1,98.5,2514.5,1,96.71153846153848,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.7568907365610466,control,0.49585308056872035,1
0,0,0,1,1,0,20.2,20.2,0,10.1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.6193982179898498,control,0.49585308056872035,0
0,1,1,1,1,0,19.45,19.45,0,9.725,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.5417981520232478,control,0.49585308056872035,1
0,0,0,5,0,0,24.3,100.2,0,16.7,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6231847548239905,treatment,0.5958530805687203,0
0,0,0,43,1,0,94.35,3921.3,0,89.12045454545455,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,0.3951812309522901,treatment,0.5958530805687203,0
0,1,0,55,1,1,96.75,5238.9,1,93.55178571428571,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.5154647202246495,treatment,0.5958530805687203,1
0,0,0,43,1,1,91.65,3954.1,0,89.86590909090908,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.6131539452387407,treatment,0.5958530805687203,1
1,1,0,37,1,1,76.5,2868.15,1,75.47763157894737,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7250038919677678,control,0.49585308056872035,1
0,1,1,3,1,0,89.85,248.4,0,62.1,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.6593749025884251,treatment,0.5958530805687203,1
0,1,1,10,1,1,100.25,1064.65,1,96.78636363636365,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.8378113314345356,control,0.49585308056872035,0
0,1,1,27,1,1,85.2,2151.6,0,76.84285714285714,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.4531887060493068,control,0.49585308056872035,1
0,1,1,56,1,1,99.8,5515.45,0,96.76228070175438,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,0.39376901593288727,treatment,0.5958530805687203,1
0,0,0,3,1,1,74.4,229.55,1,57.3875,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8676161368924528,control,0.49585308056872035,0
0,1,1,7,1,0,50.7,350.35,0,43.79375,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.40273501970533987,treatment,0.5958530805687203,1
1,0,0,27,1,1,78.05,2135.5,1,76.26785714285714,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.7274857809410175,treatment,0.5958530805687203,0
0,0,0,1,1,0,19.75,19.75,0,9.875,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.5865928551365261,treatment,0.5958530805687203,1
0,0,0,13,1,1,85.95,1215.65,0,86.83214285714287,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.8312311450446839,treatment,0.5958530805687203,1
0,0,0,1,0,1,35.45,35.45,1,17.725,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.8401238985399769,treatment,0.5958530805687203,1
0,0,0,2,1,0,44.35,81.25,1,27.083333333333332,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7601967533825059,control,0.49585308056872035,0
0,0,0,23,1,1,75.0,1778.5,0,74.10416666666667,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5720855589273728,control,0.49585308056872035,1
1,1,0,1,1,1,70.45,70.45,1,35.225,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.865467775146116,control,0.49585308056872035,0
0,0,0,8,1,0,71.15,563.65,1,62.62777777777777,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.5446224254265709,control,0.49585308056872035,1
0,0,0,1,1,1,45.65,45.65,1,22.825,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7976709382086057,control,0.49585308056872035,1
0,1,1,8,1,1,68.55,564.35,0,62.70555555555555,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.5652002844656492,treatment,0.5958530805687203,1
0,0,0,7,1,0,95.0,655.5,1,81.9375,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0.8455676341227119,control,0.49585308056872035,1
0,1,1,14,1,1,80.9,1152.8,0,76.85333333333332,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7501025492832575,control,0.49585308056872035,1
0,0,0,22,1,1,84.15,1821.95,0,79.21521739130435,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6700502145176478,control,0.49585308056872035,1
0,0,1,13,1,1,56.0,764.55,0,54.61071428571428,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.464139669313627,control,0.49585308056872035,0
0,1,0,20,1,0,82.4,1592.35,1,75.82619047619048,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.658373131622393,treatment,0.5958530805687203,1
0,0,0,2,1,1,69.7,135.2,0,45.06666666666666,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8281695872061495,treatment,0.5958530805687203,0
0,0,0,4,1,1,70.9,273.0,1,54.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8049662185808196,treatment,0.5958530805687203,0
1,1,0,58,0,1,45.3,2651.2,1,44.93559322033898,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0.5409979610370323,treatment,0.5958530805687203,0
0,1,0,2,1,1,104.4,242.8,1,80.93333333333334,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0.8455366496178405,control,0.49585308056872035,1
0,1,0,53,1,1,94.85,5000.2,1,92.59629629629627,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,0.40711431344549787,treatment,0.5958530805687203,1
1,0,0,15,1,1,74.45,1145.7,1,71.60625,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7505218878959612,control,0.49585308056872035,1
1,0,0,7,1,0,76.45,503.6,1,62.95,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6499036111135645,control,0.49585308056872035,0
0,1,1,15,1,1,105.35,1559.25,0,97.453125,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0.7131236488930268,control,0.49585308056872035,1
0,0,0,1,0,0,29.95,29.95,1,14.975,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.658227284289006,treatment,0.5958530805687203,1
0,0,0,1,1,0,45.3,45.3,0,22.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7039137490032913,control,0.49585308056872035,0
0,0,0,8,1,0,84.5,662.65,1,73.62777777777778,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8149798729227636,control,0.49585308056872035,1
0,0,0,13,1,1,79.25,1111.65,1,79.40357142857144,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.7932748662915173,treatment,0.5958530805687203,0
0,1,0,1,0,1,24.8,24.8,1,12.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7810388548888479,control,0.49585308056872035,1
0,0,0,20,1,1,51.8,1023.85,0,48.75476190476191,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4051950994831213,treatment,0.5958530805687203,1
0,0,0,3,0,0,30.4,82.15,0,20.5375,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.6512756996361888,control,0.49585308056872035,0
0,1,0,6,1,1,91.0,531.0,1,75.85714285714286,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0.8308506780456483,control,0.49585308056872035,1
0,1,0,20,1,1,96.55,1901.65,0,90.5547619047619,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,0.6663372578979847,control,0.49585308056872035,0
0,0,0,59,1,1,111.35,6519.75,0,108.6625,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0.5378547408584752,treatment,0.5958530805687203,1
0,0,1,1,1,0,20.75,20.75,0,10.375,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.511569659168169,control,0.49585308056872035,1
0,1,0,27,1,1,101.9,2681.15,0,95.75535714285716,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,0.4241627703814624,control,0.49585308056872035,0
0,0,0,14,1,1,80.05,1112.3,0,74.15333333333334,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.6585515618818988,control,0.49585308056872035,1
0,0,1,13,1,1,78.3,1033.95,0,73.85357142857143,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.7005753689940694,treatment,0.5958530805687203,1
0,0,0,44,1,0,68.85,2958.95,0,65.75444444444445,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5070943701376028,treatment,0.5958530805687203,0
0,0,0,1,1,0,79.9,79.9,1,39.95,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.8964892643396923,treatment,0.5958530805687203,0
0,0,0,19,1,1,106.6,1934.45,1,96.7225,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0.737646017641716,control,0.49585308056872035,1
0,0,0,2,1,1,46.0,84.5,1,28.166666666666668,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.72143993451884,treatment,0.5958530805687203,1
0,0,0,1,0,0,25.25,25.25,0,12.625,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7677715174899613,treatment,0.5958530805687203,1
1,1,0,23,1,0,86.8,1975.85,0,82.32708333333333,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.7290787699082292,treatment,0.5958530805687203,0
0,0,0,8,1,1,80.0,624.6,0,69.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.793852358649018,control,0.49585308056872035,1
0,0,0,4,1,1,70.15,268.35,1,53.67,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8261893136814293,control,0.49585308056872035,1
0,1,0,4,1,0,50.05,179.35,1,35.87,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.5430700767514997,control,0.49585308056872035,1
0,1,0,1,1,0,55.2,55.2,1,27.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.7038030668161918,treatment,0.5958530805687203,0
0,0,0,30,1,1,89.9,2723.15,0,87.84354838709677,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.5109088513726895,control,0.49585308056872035,1
0,0,0,1,1,1,84.6,84.6,1,42.3,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.7842311827662876,control,0.49585308056872035,1
0,0,0,2,1,1,54.4,114.1,1,38.03333333333333,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6848349837385583,control,0.49585308056872035,0
0,1,0,18,1,1,73.15,1305.95,0,68.73421052631579,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7537240378107346,treatment,0.5958530805687203,1
1,0,0,11,1,1,95.0,1120.3,1,93.35833333333332,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.8304637407223321,control,0.49585308056872035,1
1,0,0,13,1,1,54.8,731.3,0,52.23571428571428,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.4548397294988997,treatment,0.5958530805687203,1
1,0,0,4,1,0,75.35,273.4,0,54.67999999999999,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6686637874308639,treatment,0.5958530805687203,0
1,0,0,15,1,1,74.4,1074.3,1,67.14375,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7962977591065656,treatment,0.5958530805687203,0
0,0,0,1,1,1,48.55,48.55,1,24.275,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6530591231472411,control,0.49585308056872035,0
0,1,1,2,1,0,70.4,147.15,1,49.05,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8180653061617071,treatment,0.5958530805687203,0
1,1,0,1,0,0,40.2,40.2,1,20.1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.7890637673386248,treatment,0.5958530805687203,0
0,1,0,2,1,1,44.6,80.55,1,26.85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7071518913119955,treatment,0.5958530805687203,0
1,1,0,29,0,1,45.0,1228.65,0,40.955000000000005,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.4199937126813382,control,0.49585308056872035,0
1,0,0,3,0,1,41.15,132.2,1,33.05,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.8158637186525921,control,0.49585308056872035,1
1,0,0,13,1,1,106.9,1364.3,1,97.45,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.8259028838196574,control,0.49585308056872035,0
1,1,0,57,1,1,89.85,4925.35,0,84.9198275862069,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.6164044444272774,control,0.49585308056872035,1
1,0,0,19,1,1,105.0,2007.25,0,100.3625,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,0.6252934153527473,control,0.49585308056872035,0
1,0,0,16,1,1,94.45,1511.2,1,88.89411764705882,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.7748143520426954,control,0.49585308056872035,1
0,0,0,1,0,0,24.8,24.8,1,12.4,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6985897722010962,control,0.49585308056872035,1
1,1,0,20,1,0,107.05,2172.05,0,103.4309523809524,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,0.6495482025907389,treatment,0.5958530805687203,1
0,0,0,1,1,0,70.6,70.6,1,35.3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8494438845477816,control,0.49585308056872035,0
0,1,0,5,1,1,85.4,401.1,1,66.85000000000001,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.832169409150809,treatment,0.5958530805687203,0
0,1,0,52,1,1,105.05,5624.85,1,106.12924528301888,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.6979424271536365,treatment,0.5958530805687203,0
0,0,0,14,0,1,55.0,771.95,0,51.46333333333334,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0.5491531947215477,control,0.49585308056872035,0
0,0,0,5,1,0,50.55,244.75,0,40.791666666666664,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5457841383019538,treatment,0.5958530805687203,0
0,0,0,6,1,0,55.15,322.9,0,46.128571428571426,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4133413102458613,control,0.49585308056872035,1
0,0,0,10,1,0,51.2,498.25,0,45.29545454545455,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4666320887653169,treatment,0.5958530805687203,0
0,1,1,18,1,0,95.15,1779.95,1,93.68157894736842,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,0.6360759538569455,control,0.49585308056872035,1
0,0,0,20,1,1,44.35,927.15,0,44.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5540501090818587,treatment,0.5958530805687203,0
